Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
Indicators of oxidative stress are up in Vldlr-/- retinas and go down with nanoceria treatment To test our hypothesis , we verified that oxidative stress was detected in the newly matured (P28) retina of the Vldlr-/- mouse.	Y		Y		FALSE	Y		
Nevertheless, the overconsumption of palatable foods has been shown to down-regulate dopaminergic reward circuitry through the same mechanisms that are affected in drug addiction; specifically, in humans the availability of striatal D2R dopamine receptors and DA release are reduced [71,72], leading to the hypothesis (investigated with human and animal models studies) that reduced D2R expression in the striatum is a neuroadaptive response to the overconsumption of palatable food [22,74,86,87].	Y		Y		FALSE	 		
If the hypothesis in the instant k is represented by H(k) = [hl (k), k = 1, . . . , n], then the probability of the hypothesis hl (k) could be represented recursively using the Bayes rule as follows: P (hl (k) | Z (k)) = P (hg (k − 1) , ai (k) | Z (k)) 1 = P (Z (k) | hg (k − 1) , ai (k)) c ∗ P (ai (k) | hg (k − 1)) ∗ P (hg (k − 1)) , (15) where hg (k − 1)					TRUE			
Both functions quantify the phylogenetic/functional spatial structure of a community conditionally to the multi-species spatial pattern (see Shen et al. 2013), with in both cases, a theoretical expected value of 1 at all r under the species equivalence hypothesis .					TRUE			
For what concerns the natural gas and electricity costs, the data come from the Italian Energy Authority, and refers to the year 2015 [48]; with the hypothesis that this costs will be stable in the time horizon considered in the tool.					TRUE			
On the other hand, a literature survey confirmed our hypothesis that the default parameter of BETHY/DLR for mod25 and J are too low for temelling photosynthesis as e.g. Vmax m perate forest, due to not yet regarding either the dependence of these parameters on the nitrogen content of leaves/needles or on leaf/needle age.	Y		Y	Y	TRUE	Y		
To develop a composite, annually resolved, calendar-dated oxygen isotope time series, we used the tropical isotope dendroclimatology hypothesis to assign January/February calendar age to isotopic minima within each dendrochronologically dated growth increment, assuming that each minimum in the isotope chronology represents the climatologically average wettest month of the November-April PLOS ONE | www.plosone.org					TRUE			
It is notable that in one of the studies included in our meta-analysis, Pérez et al [27] adopted HPV adjusted ORs and found the variant allele (A allele) was associated with reduced risk for cervical cancer, which derived a hypothesis that this polymorphism might play a different role in HPVinduced DNA damage.					TRUE			
Therefore, the hypothesis here is that after addition of this particular biochar to soil, biochar aided chemodenirification reactions (abiotic) resulting in the alteration of availability of nitrate and nitrite, as well as reduced microbial routes of N2O production.					TRUE			
The Anderson-Darling two-sample procedure assumes that the two samples have a continuous distribution function and we are interested in testing the null hypothesis that the two phenotype samples divided by two alleles of one SNP have the same distribution, without specifying the nature of population: H0 : F1 ~F2 The test procedure is as follows: 1.					TRUE			
Our results support the hypothesis of augmented expression of CD38 secondary to HIV infection, at a proportion as high as 89% of CD8+T lymphocytes expressing CD38 in HIV/TB patients, demonstrating the high state of activation of these cells.	Y		Y	Y	TRUE	Y		
(2) Are constructed following the scientific method (problem defined in terms of a reference mode of problem behavior, dynamic hypothesis as a theory of that behavior, formal computer model of the hypothesis , testing of the model/hypothesis against data, extensive analysis, and policy design); and (3) Use best practice tools and techniques (system dynamics software, units checking, standard formulations, generic models and building blocks, graphical functions, etc.).					TRUE			
Family based tests of HLA association were carried out using FBAT v.2.0.3 [55] performing a series of bi-allelic tests (i.e. association of an index allele against all other alleles) under an additive genetic model and the null hypothesis of no linkage and no association of any factor of the HLA system with trachomatous scarring.					TRUE			
Table 3: Percentages of rejection, as estimated from 1000 replicates, of the null hypothesis of the equality of K = 3 distributions up to location/scale under Normal and asymmetric Normal dependence structures when n = 200; F1 is the Normal distribution; F2 = F3 are either the N, t9 , t6 , t3 , or DE distribution.					TRUE			
To test the null hypothesis that positive individuals and negative individuals have the same mean weight, we performed a Welch''s t-test for each site individually and across all sites using R v.3.1.1 for Linux [44].					TRUE			
This hypothesis synthesizes a large literature demonstrating that the internal representation and active maintenance of contextual information can engage areas of anterior and posterior PFC, even under conditions that involve neither a high level of abstraction nor maintenance demands that span multiple trials [11–18].					TRUE			
Hypothesis 1: The solid waste is generated from the construction site Hypothesis 2: The hazardous waste is produced by construction activities Hypothesis 3: The contaminated soil is caused by construction and building site Hypothesis 4: The concrete waste is generated from the construction activity Hypothesis 5: The sanitary waste is produced by construction worker					TRUE			
Thus, we advance the hypothesis that adaptive nutritional plasticity is the consequence of a trade-off between the number of ovarioles and egg size, as it was reported in artificially selected populations of D. melanogaster [ 48 ] and in other Drosophila species [ 49 , 50 ].	Y		Y		FALSE	 		
Seven hundred thirty-three of the 8,079 genes evolved with dN /dS greater than one, but only 35 had p-values less than 0.05, as determined by a likelihood ratio test of the null hypothesis of dN /dS = 1 against the alternative hypothesis of dN /dS greater than one.	?		?	?	TRUE	 		
In this way, the agents can have more opportunities to achieve solution of their tasks Brahmi et al. [20] developed a decentralized and scalable method for complex task allocation for Massive Multi-Agent System, distributing the process of computing the optimal allocation among all agents based on the hypothesis : non conflict will be generated in the task allocation processes.					TRUE			
Although there has been controversy of late [2,10], regarding my "prolactin hypothesis " in maternal malaria, it is time definitive experiments be conducted to ascertain if prolactin is playing a role in PM, and in other infectious diseases as well.					TRUE	Y	requires testing	
Sig . : accept hypothesis H0 Sig . : hypothesis H0 is rejected, with a confidence 95% So, for the example given we have Sig .= 0,009, which is less than 0, 05 . This can be interpreted as follows; a probability of 0,95 rejects the null hypothesis, ie there is a link between share turnover and staff share in tourism.	?		?		FALSE	 		
The primary hypotheses , not being mutually exclusive, invoke mating behavior, information transfer regarding suitable hibernacula, and the use of caves as resting sites during seasonal migration (e.g., [15–17]).					TRUE			
Then, the robot pose st will be μit , and the covariance Σt (s) will be Σit . In the next step, this hypothesis will be chosen again if Ωit > 1 − Ωth . This increases the stability of the hypothesis selection. 5.					TRUE			
6 extension of Nylin and Wahlberg''s [52] hypothesis that host shifts for phytophagous insects start with a broadening of the host acceptance range (e.g., ovipositing females respond to a wider range of plant cues).					TRUE			
A planned comparison indicated that scientists were more likely to investigate the hypothesis that a relation sometimes exists than the hypothesis that a relation always exists, t(45) = 11.45, p < .001, d = 2.47, 95% CI: 1.24 to 1.76.					TRUE			
These types of analytical tools are used to address questions pertaining to one or more of the following four basic query or data interrogation patterns: 1) to generate hypotheses concerning relationships or patterns that serve to link variables of interest in a data set [116]; 2) to evaluate the validity hypotheses and the strength of their related data motifs, often using empirically-validated statistical tests [117,118]; 3) to visualize complex data sets in order to facilitate human-based pattern recognition [119– 121]; and 4) to infer and/or verify and validate quantitative models that formalize phenomena of interest identified via the preceding query patterns [122,123].					TRUE			
More recently, in a variation on this theme, the ''''pulsed climate variability hypothesis '''' [71] argues for extreme wet-dry cycles, in particular the precession-driven appearance and disappearance of deep EARS lakes, driving hominin evolution.					TRUE			
These results further confirmed the hypothesis that ASR acts as a component of the transduction pathway for ABA signaling and is involved in non-climacteric fruit ripening, as reported in grape berry [34], and also in climacteric fruit such as tomato [44,60].	Y		Y	Y	TRUE	Y		
Colon carcinoma was the third most common cause of death in the United States in men and women in 2009.4,6 The hypothesis that stem cells drive tumorigenesis in colon cancer raises the question of whether current anticancer therapies can efficiently target the tumorigenic cell population that is responsible for tumor growth and maintenance.4 Current therapies mostly fail to eradicate CSC clones and instead favor expansion of the CSC pool and/or select for drugresistant CSC clones, leading to a fatal outcome. 7 The isolation and characterization of tumorigenic colon CSCs should enable the development of novel diagnostic and therapeutic procedures.					TRUE			
Introduction In cognitive aging research, the "engagement hypothesis " predicts that engagement in physical, social, and intellectual activity contributes to reducing age-related cognitive decline and the risk of neurodegenerative disorders [1, 2].					TRUE			
Bayesian modeling that explicitly includes this unitary hypothesis (one vs. multiple events) gives an excellent account of several aspects of the ventriloquist effect over the full range of discrepancy, opting for unity at small discrepancies and multiplicity at large discrepancies [71,72].					TRUE			
Taken together, our data support our previous hypothesis that high circulating AGEs in formula-consuming infants arise from high dietary intake of AGEs [14], and are in line with results from a recent study of Mericq et al. [13].	Y		Y	Y	TRUE	Y		
The p-value was calculated in the same way for the observed number of clones with the strong promoter and RBS (under the null hypothesis that the two possibilities were equally abundant) for the observed number of clones with the combination of strong promoter and RBS with the low-copy origin of replication (under the null hypothesis that all four combinations were equally abundant) and for the observed number of clones with a chaperone (under the null hypothesis that 5/6 of the population has a chaperone).					TRUE			
This seating position probably prevented our athletes from achieving a larger lactate removal [64], although the significant difference between [LA]15 and [LA]5 seems to indicate that athletes began to effectively remove lactate from blood from this moment on; unfortunately, we could not confirm this hypothesis as no further lactate samples were collected.	Y		Y		FALSE	Y		
In the second report by Iwata et al. [19], their hypothesis was that particle therapy might be superior to SBRT in T2 (>3 cm) patients because it is rather difficult to treat T2 tumors with SBRT.					TRUE			
The 2log10 of SNP site-based P values in our study with the triple NULL hypotheses , in which deletion (A, labeled Loss), amplification (C, labeled Gain) and both (B, labeled Abnm) were evaluated separately, are plotted against the 2log10 of the P value from the genotype-association test of WTCCC [9].					TRUE			
The mRNA levels of the DNA glycosylase MBD4 and Ape1 were also reported to be upregulated in the brains of patients with schizophrenia and related disorders [42,43,51,125], adding further evidence for the hypothesis of altered DNA repair in psychotic disorders.	Y		Y		FALSE	Y		
If u fi K and uh Kh are solutions of (2.6) and (3.1) respectively and hypothesis (A) holds, then f p>2 0(h-),					TRUE			
Note that there are two hypotheses of interest regarding the X chromosome: (i) the frequencies of the same allele at a locus in males and females are equal and (ii) the inbreeding coefficient in females is zero (without excess homozygosity) in X-specific quality control [18, 19].					TRUE			
According to this hypothesis (Figure 4 , right side), the time required to release default inhibitory control can be estimated on the basis of the analysis of no-cue trials in the control condition (white_cross, i.e., no need to sustain proactive inhibitory control; black lines).					TRUE			
Generally, the mechanisms of DRE involve the transporter hypothesis, the target hypothesis, and hypotheses involving drugs that fail to affect the real targets [31]; however, these mechanisms seem to be insufficient to explain clinical DRE.	?		?		FALSE	 		
This hypothesis is supported by experiments showing that cross-linking of HA with antibodies or cholera toxin subunit B induces spatial correlation of the protein with other raft markers in plasma membranes over long length scales, suggesting that oligomerization of raft components can increase raft size [50,51].	Y		Y	Y	TRUE	Y		
Using the BIC, we can test the null hypothesis : H0: K = 1 (Data come from one group, i.e., there is homogeneity) vs. Ha: K > 1 (Data come from multiple groups, i.e., there is heterogeneity).					TRUE			
One well developed hypothesis proposed to explain this excess of male cases focuses on the idea of an ''extreme male brain''–an exaggeration of typical sex differences shaped by prenatal factors, in particular, testosterone levels [1].					TRUE			
In table 6 we have the calculated value of the test 0,000 less than 0,05 and significance test Sig. = 1, which allows the decision of acceptance of null hypothesis for this test , ie the assumption that the average error does not differ significantly from zero.	?		?		FALSE	 		
For ECOC, L hypotheses f1,f2,...,fl for a class ci if i=1, then fi=1 for all i=1 to L otherwise there are alternating runs of 2k-i zeroes and 2k-i ones.					TRUE			
" Towards the end of his life he expanded this into what he called "the astounding hypothesis :" You, your joy, your sorrow, your memories, your ambition, your personal identity and your free will are in fact no more than the behavior of a vast assembly of nerve cells and their associated molecules.					TRUE			
According to a second hypothesis, termed as the "sentinel" hypothesis , the DMN is thought to support a broad low-level focus of attention allowing to monitor the external environment for unexpected events [1, 13, 50].					TRUE			
We used here the distinction between emotional versus neutral word categories rather than between other semantic categories (such as tools versus animals) since the impact of emotional words on WM performance, including their occurrence in pure versus mixed WM list contexts, has been extensively explored, allowing us to maximally inform our hypotheses [29,33].					TRUE			
It has been proposed that complex morphologies help to protect against a hostile environment [17], and the observation that some strains switch to simple morphologies after a small number of passages on rich media (i.e. auspicious conditions) may support this hypothesis [16].	Y		Y	Y	TRUE	Y		
Frost et al. [17] found H. suillus and N. sinensis to be sister taxa; their hypothesis was supported by the reappearance of P1, which they rejected as an artifact of a posteriori coding.	Y		Y	?	FALSE	Y		
It follows that: 1⁄2CQ : HMDV,A ~1⁄2CQ : HMDV,B Similarly to the linear regime hypothesis for HM binding (hypothesis H1), it is possible to use equations (2), (3), and (4) to PLoS ONE | www.plosone.org					TRUE			
The duration of deposition of the related pairs varied from 1 to 10 M.a., well within the known duration of stages, which strengthens the hypothesis that they represent 3rd order sequences. – ( December 10, 1999 ) . ∗ Supported by FAPESP, Proc. 97/13973-2.	Y		Y		FALSE	Y		
In support of our hypothesis , intraluminal antibodies to CD74 and/or GRP78 prevented SP induced changes, namely: 1) MIF release from urothelial cells 2) reduced or prevented histological bladder changes and 3) decreased expression of inflammatory	Y		Y	Y	TRUE	Y		
This hypothesis is supported by our findings that [1] the serum IgG response to C. jejuni LOS and to gangliosides are closely associated in patients with GBS [2], patient serum anti-ganglioside IgG antibodies cross-react to C. jejuni LOS [3], mouse monoclonal antiganglioside antibodies cross-react to C. jejuni LOS [4], the C. jejuni isolates from Bangladeshi GBS patients have a LOS biosynthesis class A associated with ganglioside mimicry [5], and mass spectrometry analysis of LOS from C. jejuni isolates from Bangladeshi GBS patients demonstrated	Y		Y	Y	TRUE	Y		
Selection of Significant SNPs Finding significant SNPs is the same as testing if each SNP effect βi , i 1, . . . , m is statistically significant, that is, testing the hypothesis : H0 : βi 0 versus H1 : βi / 0, i 1, . . . , m. and assumes The simple method is to use Wald''s test statistic, which forms β − β/seβ directly from a normal distribution.					TRUE			
To examine this hypothesis , cDNAs encoding human granulocyte-macrophage colony-stimulating factor receptor β chain (βc) and its splice variant (βc79), in which the retention of a 79-base intron caused a frameshift generating 18 PTCs, were cloned into pIREShyg2 and stably expressed in a murine cell line, Ba/F3.					TRUE	Y	testing	
Because the p-value is less than 0.05, we would still reject the null hypothesis and conclude that the makespan of heuristic methods and preprocess planning significantly affects the mean yield (p-value = 0.006). 95% confidence intervals for each heuristic are shown in Fig. 11.	?		?	?	TRUE	 		
Testing of hypotheses Independent t test was applied to find out difference in opinions of employees of two companies about Barriers Experienced by the two pump manufacturing units under considerations Following hypotheses were tested using this test at a 95% confidence level: Null Hypothesis H0: μ1 = μ2 Alternate Hypothesis H1: μ1 ≠ μ2 where, μ1 and μ2 are means of plant1 and plant 2 respectively.					TRUE			
In fact, it has been proposed that patients with KRAS codon 13 mutations are not resistant to anti-EGFR mAbs,92 although this hypothesis was not confirmed by a pooled analysis of three randomized studies.95,96 As regards the predictive value of KRAS exon 3 and 4 mutations, data obtained from retrospective studies92,97 demonstrated that these mutations share biological behavior with KRAS codon 12 and 13 alterations, thus indicating that they may confer anti-EGFR mAbs resistance.	Y		Y	?	FALSE	Y		
For a risk 0, 05 , if tcalc 2 t / 2,n 5 (-0,363 < 2,228)we accept the hypothesis H0, that is the regression coefficient 2 is equal to 0.				Y	FALSE	 		
The efficacy of 5 mg olopatadine hydrochloride shown in our study was consistent with a previous study, in which treatment with olopatadine at 5 mg/day caused a significant improvement in seasonal allergic symptoms in Japanese patients with cedar pollinosis, upon exposure to cedar pollen in an environmental exposure unit.21 The fact that medications at the lowest dosing frequency improved inaccurate compliance for longterm treatment might also be supportive of our hypothesis .22 Once-daily dosing reduces the chance of missed doses and provides increased convenience for allergic patients, especially for those who feel difficulties with dosing more than once per day.23 In conclusion, this study indicates that treatment with olopatadine hydrochloride at 5 mg once daily can maintain the improvement of urticarial symptoms the same as 10 mg/day with fewer CNS side effects and appears to be safe and effective for the management and prevention of CU.	Y		Y	Y	TRUE	Y		
The test statistic (S) follows the standard normal distribution and therefore if the probability, under the null hypothesis , of observing a value as extreme (or more extreme) as the test statistic S > α = 0.05, then there is a statistically significant trend.	?		?		FALSE	 		
For the analysis of this hypothesis , we prepared the Hypothesis H3: When head tracking is enabled, the data in the same way as described for the hypothesis participants perceive the other avatars as more natubefore, but selected only the subset of the measure- ral than when head tracking is disabled. ments when the participants were talking.					TRUE			
Hence we may extract a subsequence (hk j ) j ∈N which converges uniformly on compact subsets of Dn to some h ∈ H(Dn ), moreover h ∈ H ∞ (Dn ) and h∞ ≤ M, hence the sequence (hk j − h) j ∈N is such that hk j − h∞ ≤ 2M < ∞, and converges to 0 on compact subsets of Dn . By the hypothesis we have that ψhk j ◦ φ −→ ψh ◦ φ in Ꮾ(Dn ).					TRUE			
] , it has become clear that AD etiology is complex and that a single causative agent cannot account for all of the available data [17] , [18] . AICD causes apoptosis in vitro [21] and induces tau hyperphosphorylation and aggregation, aberrant neuronal activity, memory deficit and neurodegeneration in vivo [24] , [25] . Because AICD levels are also elevated in human AD brains [24] , we had hypothesized that AICD makes significant contributions to AD pathogenesis, and the present study further supports this hypothesis .	Y		Y	Y	TRUE	Y		
In contrast, it has been suggested that C. monspeliensis is a native species in the Canary Islands [23], although no morphological differentiation has been reported for most of the populations that supports this hypothesis (but see C. grancanariae [29]).	Y		Y	Y	TRUE	Y		
If enrollment is restricted to the subgroup only after the interim analysis, we have: 1 1 Z01 := √ Φ−1 (1 − pI01 ) + √ Φ−1 (1 − pII 1) 2 2 √ √ π 1 Z1 := Φ−1 (1 − pI1 ) + Φ−1 (1 − pII 1) 1+π 1+π Note that pII 1 is chosen as the p-value for the global null hypothesis at the second stage and that the (1) weights for H0 are adjusted in order to properly reflect the different sample sizes of patients from G1 enrolled in stages I and II.	?		?		FALSE	 		
Publish your work in this journal The Journal of Inflammation Research is an international, peer-reviewed open-access journal that welcomes laboratory and clinical findings on the molecular basis, cell biology and pharmacology of inflammation including original research, reviews, symposium reports, hypothesis formation and commentaries on: acute/chronic inflammation; mediators of inflammation;					TRUE			
This phylogenetic reconstruction establishes an evolutionary hypothesis that implies a basal homology of the appendages of Prolibytherium and climacoceratids with the ossicones despite their disparate external morphologies, both coded here as different character states [2,12].					TRUE			
R> data("bias") R> runs.test(bias, plot.it = TRUE) Runs Test - Two sided data: bias Standardized Runs Statistic = -0.8208, p-value = 0.4117 R> bartels.test(bias) Bartels Test - Two sided Bartels Test - Two sided data: bias Standardized Bartels Statistic = -1.1188, RVN Ratio = 1.772, p-value = 0.2632 As we see from the output of both tests and Figure 8, the null hypothesis of randomness is not rejected and there is no noticeable indication of a first order serial correlation in the surface temperature prediction errors, which is a good sign that MM5 weather forecasting procedures perform reasonably well.	?		?		FALSE	 		
The additivity hypothesis (see Introduction section) saying that the ASD+ group performs worse by an order equivalent to the addition of each disorder individually was partly confirmed with clear deficits in inhibitory performance of these children compared to the ASD- group.	Y		Y	Y	TRUE	Y		
The critical report ( t obs 1.3 ) is compared with the theoretical size ( t ;df 1.96 ) and supports the hypothesis in accordance with the decision rule ( t obs = 1.3 <1.96).	?		?	Y	FALSE	Y		
Historical evidence from the Białowiez_a region supports the hypothesis of human-mediated introductions, with a first recorded translocation and posterior release of eight Siberian roe deer (probably from the Ural mountains) and their progeny to the Białowiez_a Primeval Forest (BPF) in 1891 [23].	Y		Y	Y	TRUE	Y		
Based on the above mentioned one can formulate the following hypotheses regarding the different visual search modes and their relation to alpha oscillations: • If alpha reflected visual processing in general then it should correlate with all three types of search, namely easy feature, hard feature and conjunction search. • If alpha reflected attentional selection then it should be related with both hard feature and conjunction but not with easy feature search as the latter type of search does not require attention. • If alpha oscillations reflected object coherence through feature binding across neuronal networks and/or distractor suppression then it should only be related					TRUE			
Bumps on a road to becoming a skilled researcher Klahr''s (2005) model of scientific discovery as dual search describes three overarching processes in conducting a scientific inquiry: searching for hypotheses , searching for experimental designs to generate data for testing hypotheses, and evaluating evidence afforded by data.					TRUE			
The prevalent hypotheses regarding mechanisms leading to spontaneous regression include that of an immunological response in the host [21], activation of proapoptotic pathways [17], cytokines and growth factors [22, 23], and psychological mechanisms [24], all suggested.					TRUE			
In this communication we test the hypothesis that alveolar epithelial cells isolated from septic rats will retain a septic phenotype in culture, including increased mitogen activated protein kinase (MAPk) signaling activity, altered tight junction structure, and decreased barrier function [9,13,14].					TRUE	Y	testing	
mechanistic hypotheses .					TRUE			
Bayes''s theorem adjusts probabilities based on new evidence P ( E | H ) P ( H ) 0 0 , where H represents the hypothesis ; P(H ) is the prior probability of as P ( H 0 | E ) = o o P(E )					TRUE			
There are compelling reasons to question the likelihood of the most parsimonious unconstrained topology; while this topology minimizes ad hoc hypotheses of morphological homoplasy, it is important to consider that 1) it does so almost entirely in only one very rapidly evolving morphological region (the dentition), and that 2) relative to the well-founded hypothesis of caviomorph monophyly, the most parsimonious unconstrained topology presented here significantly increases the number of nonmorphological ad hoc hypotheses that are required to account for overwater dispersals and/or non-preservation in the fossil record.	?		?		FALSE	 		
As previous animal studies suggested the impact of YWHAE on the hippocampus [21], we also examined the effect of its genotype specifically on hippocampal volume using small volume correction (SVC) of VBM analyses, with the hypothesis that subjects with the C allele would have a larger hippocampal volume, especially in schizophrenia patients.					TRUE			
Content analysis allows undertaking an objective, comprehensive and systematic study of the characteristics of the media agenda based on a predefined set of categories, objectives and hypotheses (Krippendorff, 1990; Igartua, 2006). http://www.revistalatinacs.org/067/art/964_Castellon/20_Caseroen.html					TRUE			
identification, (c) lesser cultural conflict between heritage and host cultures, (d) weaker perceived cultural distance between heritage and host cultures as well as whether(e) non-TCIs compared to TCIs will report better psychological readjustment–and Hypothesis 6–sojourner type will moderate the associations of cultural conflict, host and heritage culture identification with psychological readjustment.					TRUE			
For example, [5] (p. 250) presents a situation regarding the parameter, θ, of a single exponential random variable, X, in which uniformly most powerful p1q (UMP) tests of level 0.05 for the one-sided hypothesis H0 : θ ¤ 1 and the two-sided hypothesis p2q H0 : θ ¤ 1 Y θ ¥ 2, say φ1 and φ2 , respectively, lead to puzzling decisions.					TRUE			
Genetic drift would leave a signature on allele frequencies of neutral loci such as microsatellites [40–42], which was not the case in our study, further supporting the hypothesis that the shape change was adaptive.	Y		Y	Y	TRUE	Y		
This is done by determining both the upper and the lower bounds of approximability, i.e., by exhibiting specific approximation algorithms that have achieved a given level of approximation on one side, and, on the other side, showing that no algorithm can possibly provide a better approximation level, until something strange and unexpected happens, i.e., until a very highly improbable complexity hypothesis (e.g., P = NP) holds.					TRUE			
Based on previous reports [16, 17] of association of the atypical variant with higher risk of susceptibility to leprosy, our initial hypothesis was that the frequency of this variant would be higher in patients than in controls.					TRUE			
More specifically, we tested the hypothesis that native CRE predators feed on common native zooplankton prey at higher rates than on the invasive P. forbesi, reasoning that native predators might be naïve to the unique escape response of P. forbesi (i.e., occasional, high-speed swimming bursts or ''jumps'' of calanoid copepods compared to the slower, more continuous motions of native zooplankton such as daphnids and cyclopoid copepods) or they might not visually recognize the invader as a potential food source as readily as native prey [41].					TRUE	Y	testing	
The following hypotheses concerning (t,x) will be valid throughout this paper and originally were formulated by Yotsutani [26] (see also Kenmochi [11] and Yamada [25] for a little more restricted versions).					TRUE			
In this context, coalescent modeling provides the methodological background to test alternative hypotheses about the demographic history of populations, as well as the time and patterns of lineage divergence (see [21] for a review).					TRUE			
In other words we reject the hypothesis according to which the mean in the East (μE) is equal to the mean in the West (μE=μO) and, instead, we accept the hypothesis that in the population the mean in the West is greater than in the East (μO>μE) in all cases except for the indexes "Informal" and "Extra-costCorruption" which on the contrary is μO					TRUE			
In order to test the hypothesis that the CSE was only present at the beginning of the task and dissipated [29], we have split the data into two halves (i.e., halfway the third block) and reran the analysis with the extra within-subjects factor Half (first or second).					TRUE	Y	testing	
is equal to fractionation during oxidation by iron catalysis, although oxidation is much faster, thus supporting the hypothesis that oxidation by transition metal catalysis is ∼ 27 % more important in glacial periods than in interglacial periods due to increased dust loads.	Y		Y	Y	TRUE	Y		
Let us consider a hypothesis of interest H : α ∈ Ω0 , and define the tangential set T0 to Ω0 as the set: T0 = {(μ, τ, α) ∈ Ω : π(μ, τ, α | y) > π0 },					TRUE			
The present study tested the hypothesis that PPARα is required for the detrimental effects of PPARβ/δ deficiency in the heart on myocardial FAO and mitochondrial biology by studying a mouse model of cardiomyocyte-restricted PPARβ/δ deficiency with the absence of systemic PPARα.					TRUE	Y	testing	
t)|u(t)|p−2 u(t) + λh(t)|u(t)|r−2 u(t), dt 2 0 2t a.e. t ∈ [0, T ], u(0) = u(T ) = 0, where 1 < r < 2 < p. It is easily seen that f (t, u) = g(t)|u(t)|p−2 u(t) satisfies hypothesis (H1)–(H3).	?		?	?	TRUE	?		
The hypothesis was that co-injection with prostate specific antigen (PSA), which is highly immunogenic in mice [16], would cause a T cell mediated immune attack on the PSA/luciferase transfected cells and therefore result in elimination of luciferase expressing cells.					TRUE			
Therefore, our observations may still be consistent with the hypothesis that bacterial translocation contributes to HIV/ AIDS disease progression, but that it may not occur because of an overt leaky bowel, but rather be the consequence of a more subtle barrier dysfunction caused by enteroendocrine dysregulation.	Y		Y	?	FALSE	 Y		
For these elements, under the accepted hypothesis of viscose-elastic behavior, the input parameters for the materials characterization, are the modulus of elasticity (E), Poisson''s ratio (v), density (ρ), α and β Rayleigh''s coefficients for the definition of the damping matrix.					TRUE			
Since we have already established the superiority of the wider model comprising consumption, net financial assets, and securities in comparison to the model consisting only of lagged consumption (as consumption is Granger-caused by both variables) we conclude that in Serbia consumption is not a random walk, as suggested by the stochastic implication of the one variant of the permanent income-life cycle hypothesis .22 Lastly, we present the final ECM model for consumption based on the findings of Johansen''s procedure and the statistical significance of certain lags and variables based on the t-test in VECM in Table 7 and its performance in Graph 8.	Y		Y		FALSE	Y		
Our hypothesis that IPOA5 and IPO5 may contribute to distinct processes during the HCV life cycle was further supported by the results of experiments examining the effects of the inhibitory NLS/NES peptides on the HCV life cycle in synchronously infected cells (Fig. 6).	Y		Y	Y	TRUE	Y		
[6–9] Tests for abnormality in small fiber function are appealing for use as early DSP screening tests because the prevailing hypothesis on the pathophysiology of neuropathy is that the initial damage to small, unmyelinated or thinly myelinated Ad and C-type nerve fibers precedes large fiber damage.					TRUE			
Although substantial previous research established a connection between music and emotions (Altenmüller et al., 2002; Čuić Tanković, Alerić, 2011; Bruner, 1990) and some even between music and quality perceptions (Mogosa et al., 2013; Sweeney, Wyber, 2002), the results of this research confirmed the first hypothesis that music of different musical elements in the context of a healthcare institution evaluation evokes different emotions, while they	Y		Y	Y	TRUE	Y		
To test this hypothesis , attempts were made to isolate dsRNA complexes of crRNAs and antisense CRISPR RNAs from S. acidocaldarius, which carries Type I-A, Type III-D and a variant CRISPR-Cas system [36], but they all failed [37].					TRUE			
Ignoring the potential similarity among individuals in the same cluster (school) can underestimate the variance of intervention effects and inflate the degrees of freedom in the hypothesis testing and, therefore, increase the type I error rates and jeopardize the validity of conclusions from cRCTs [3, 4].					TRUE			
To test this hypothesis biomass production (as a proxy for chemical energy/biofuels) in form of maximum growth rates (mmax) of Stm6Glc4 and Stm6Glc4L01 cultures were measured under a range of culture depths and cell densities.					TRUE	Y	testing	
Although current hypotheses explaining declines in pollinators include disease, parasites, changing agricultural practices, and habitat fragmentation/destruction, [3,38–39], our results raise an additional hypothesis that declines in plant genetic variation may negatively influence flower visitors by reducing floral resource availability.					TRUE			
Results N-terminus of elafin is critical for anti-HIV-1, but not protease inhibitory activity To determine the parameters of anti-HIV-1 activity of E and to test the hypothesis that anti-HIV-1 effect of E might be associated with immunomodulation, we employed several Tr/E proteins that were comparatively analyzed for anti-HIV-1 activity.					TRUE	Y	testing	
This hypothesis is further supported by a recent study by Ellison and coworkers, where intra-coronary delivery of IGF-1/ HGF significantly increased c-Kit+/Nkx2.5+ cardiac progenitor cells in the infarct and border regions in a pig ischemia model [41].	Y		Y	Y	TRUE	Y		
Consistent with the hypothesis that the disulfide bond of H33C/S345C is formed within single subunit (intra-subunit), the concatamer with H33C in subunit 2 and S345C in subunit 1 (trimer HC-CS-HS) (Fig. 4D) demonstrated no current amplitude potentiation after DTT incubation.	Y		Y	Y	TRUE	Y		
Based on the typical critical value for Mahalanobis distance outliers of p < 0.001 ( Tabachnick and Fidell, 2007 ), we cannot reject the null hypothesis that the resting connectivity pSTS peak is part of the same spatial distribution as the localizer ROI pSTS peaks.	?		?	Y	FALSE	 		
For this mass, the observed (expected) deviation from the background-only hypothesis corresponds to a local significance of 1.1 (1.7) standard deviations and the best fit value of μ = 0.7 ± 0.7.				?	FALSE	 		
